Data Medicao	EVAPORACAO DO PICHE, DIARIA(mm)	INSOLACAO TOTAL, DIARIO(h)	PRECIPITACAO TOTAL, DIARIO(mm)	TEMPERATURA MAXIMA, DIARIA(°C)	TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)	TEMPERATURA MINIMA, DIARIA(°C)	UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)	VENTO, VELOCIDADE MEDIA DIARIA(m/s)
2021-08-31	2.9	6.7	0.1	23.5	17.92	14.7	75.5	2.333333
2021-09-01	3.7	10.3	0	25.8	18.6	13.9	67.75	3
2021-09-02	3.9	9.5	0	28.3	20.9	14.3	null	0.8
2021-09-03	4.8	10.2	0	29.8	22.76	15.8	null	0
2021-09-04	6.5	9.5	0	30.5	20.56	16.3	null	0.8
2021-09-05	null	null	null	null	null	null	null	null
2021-09-06	null	7.3	0	26.7	20.62	19.2	null	2.45
2021-09-07	4	6.5	0	28.1	20.8	17	null	2.85
2021-09-08	4	8.1	0	34.1	26.24	17.3	null	0.8
2021-09-09	7	4.5	0	30.3	23	19.8	null	0
2021-09-10	3	1.5	16.3	29.3	22.14	19.2	null	0.8
2021-09-11	1	7.1	0.8	27.5	21.9	18.6	null	0
2021-09-12	null	null	null	null	null	null	null	null
2021-09-13	null	6.1	0	34.1	26.94	22.2	null	0
2021-09-14	8.6	2.3	0	33.1	25.16	21.9	52.5	3.033333
2021-09-15	6.5	0	0.8	23.7	20.74	18.6	null	2.05
2021-09-16	1.5	0	11.9	19.9	17.34	16.2	null	1.6
2021-09-17	1.5	3.8	0	25.3	18.34	15.3	null	0.8
2021-09-18	2.5	8.9	0	32.3	20.72	10.8	null	0.8
2021-09-19	null	null	null	null	null	null	null	null
2021-09-20	10.2	8.1	0	35.7	27.88	22.6	46.25	1.6
2021-09-21	11.9	6.2	0	34.9	22.3	17.4	80	2.2
2021-09-22	4.7	2.5	2.1	18.4	14.62	12.3	null	4.1
2021-09-23	3.2	7.5	0	21.9	15.82	12.2	null	3.7
2021-09-24	3.7	8.1	0	30.3	18.7	12	null	2.85
2021-09-25	3.1	0.7	0	21.1	17.72	14.3	null	2.45
2021-09-26	null	null	7.6	null	null	null	null	null
2021-09-27	null	9.2	0	30.4	23.86	22.3	null	1.6
2021-09-28	6.3	4.6	0	32.3	24.22	16.6	null	1.6
2021-09-29	7.2	5.5	0	28.7	20.8	18.1	null	3.3
2021-09-30	3.5	9.3	0	26.1	19.68	16.2	null	2.45
2021-10-01	3.5	0.3	0	23.7	19.82	16.8	null	1.6
2021-10-02	1.8	0.6	5.7	25.5	21.16	17.3	null	0.8
2021-10-03	null	null	null	null	null	null	null	null
2021-10-04	null	2.5	0	26.1	20.86	19.4	null	1.6
2021-10-05	2	0	0	19.8	17.32	15.8	null	1.6
2021-10-06	4	7.9	0	32.1	21.88	16.3	null	2.85
2021-10-07	0.5	0	0	22	18.44	16.6	80.25	4.15
2021-10-08	2	6.5	0	25.1	18.18	14.6	null	1.25
2021-10-09	2.9	0	0	18.1	16.48	15.3	null	2.05
2021-10-10	null	null	null	null	null	null	null	null
2021-10-11	null	0	9.8	20.8	18.32	17.6	null	2.9
2021-10-12	1.5	3.2	2.6	25.3	19.02	15	null	1.6
2021-10-13	2	5.2	5.8	28.1	20.28	16.6	null	1.25
2021-10-14	2.7	3.8	0	29.9	21.74	17.3	null	1.6
2021-10-15	4.6	7.3	6.8	30.3	22.5	18.2	null	1.6
2021-10-16	4.3	4.9	27	27.1	20.82	17.6	null	0.8
2021-10-17	null	null	null	null	null	null	null	null
2021-10-18	null	0	11	17.5	16.42	15.6	null	0.8
2021-10-19	1	0	13	17.2	14.56	13.2	null	2.45
2021-10-20	0.5	0	5	17.8	14.44	12.2	null	1.6
2021-10-21	1.5	7.8	0	22.3	16.28	12.1	null	2.45
2021-10-22	2.7	11.3	0	27.1	19.72	15.6	null	0.8
2021-10-23	3.8	8.9	0	32	23.76	14.6	null	1.2
2021-10-24	null	null	null	null	null	null	null	null
2021-10-25	null	0	0	20.8	18.52	16.8	null	2.85
2021-10-26	4.8	4.8	0	26.8	19.76	16.6	null	1.6
2021-10-27	2.7	0	0	25	20.54	17.7	null	0.8
2021-10-28	1.3	0	3	24.5	19.82	17.8	null	0.8
2021-10-29	1.7	0.9	2.2	24.7	19.7	15.6	null	2.9
2021-10-30	2.5	5.8	0	26.3	20.5	17.6	null	2.45
2021-10-31	null	null	null	null	null	null	null	null
2021-11-01	null	3.6	21	25.1	19.9	17.8	null	2.05
2021-11-02	2.2	3.8	0	24.3	20.12	17.3	null	1.6
2021-11-03	2.5	5.7	0	27	20.66	17.4	null	1.6
2021-11-04	3.1	9.2	0	30	22.22	17.2	null	0.8
2021-11-05	4.2	9	0	28.7	20.82	16.6	null	1.6
2021-11-06	3.8	11.1	0	29.5	21.38	15.4	null	0
2021-11-07	null	null	null	null	null	null	null	null
2021-11-08	null	8.3	0	28.1	21.16	18.8	null	2.45
2021-11-09	3.8	0	0	22.7	19.28	17	null	2.85
2021-11-10	2.2	2.5	0	25.5	20.14	17.2	null	1.65
2021-11-11	2.8	0	0	19.1	16.62	15.6	null	1.6
2021-11-12	1.2	0.6	3.6	20.7	16.34	14.8	null	2.85
2021-11-13	2.7	10.4	0	23.3	16.64	11.9	null	4.15
2021-11-14	null	null	null	null	null	null	null	null
2021-11-15	null	9.7	0	28.8	21.9	19	null	0.8
2021-11-16	5	9.1	0	31.1	22.54	15.4	null	1.6
2021-11-17	5.8	11.4	0	33	25.44	17.8	null	0.8
2021-11-18	1.2	0	0	26.5	22.6	21.9	null	1.6
2021-11-19	4.5	0	54	22.8	20.12	18.6	null	2.3
2021-11-20	3.5	0.6	14.5	22.1	18.34	16.6	null	2.05
2021-11-21	null	null	null	null	null	null	null	null
2021-11-22	null	9.2	0	30.3	21.74	17.6	null	0.8
2021-11-23	6.8	11.2	0	33.5	24.94	15.2	null	0.8
2021-11-24	9.2	3.6	0	26.6	21.34	19.1	null	2.45
2021-11-25	3.2	8.6	0	32.5	24.14	18.2	null	0
2021-11-26	5.8	1.4	0.5	24.5	21.82	20.6	null	3.3
2021-11-27	4.6	10.3	1.8	30.2	23.34	20.3	null	0.8
2021-11-28	null	null	null	null	null	null	null	null
2021-11-29	null	7.9	0	32.5	null	null	null	2.05
2021-11-30	9.2	6	3.2	29.9	22.6	19.3	null	3.3
2021-12-01	4	7.7	5	29.3	22.78	19.2	null	2.9
2021-12-02	3	4.4	0	28.2	21.4	17.8	null	2.5
2021-12-03	3	1.9	0	21.5	19.7	18.4	null	2.85
2021-12-04	2.8	7.5	0	27.1	21.04	16.8	null	2.5
2021-12-05	null	null	null	null	null	null	null	null
2021-12-06	null	3.7	0	27.1	null	null	null	1.54332
2021-12-07	4.2	0	0	20.3	17.3	15.8	null	1.6
2021-12-08	1.8	1.3	2.1	21.5	17.74	15.1	null	2.2
2021-12-09	3.4	4.5	0	24.1	18.86	15.2	null	2.45
2021-12-10	4.1	12.4	0	27.5	20.38	13.8	null	1.6
2021-12-11	5.5	12.4	0	33.3	24.64	15	null	0.8
2021-12-12	null	null	null	null	null	null	null	null
2021-12-13	null	1.1	3	30.1	23.6	21.3	null	0
2021-12-14	2.5	1.7	34.9	28.1	24.14	21.1	null	0.77166
2021-12-15	2	0	6	26.3	22.98	21.5	null	0
2021-12-16	1.5	1.5	33.8	30.3	24.64	21.1	null	0.8
2021-12-17	2.8	0.9	11.6	26.9	22.52	21.1	null	1.6
2021-12-18	2.2	2.4	0	23.3	21.02	19.3	null	2.05
2021-12-19	null	null	null	null	null	null	null	null
2021-12-20	null	9	0	28.8	22.54	20.9	null	1.6
2021-12-21	4.2	9.9	0	32.1	23.98	17.8	null	0.8
2021-12-22	5.3	6.1	0	31.1	24.46	20.9	null	2.5
2021-12-23	7.1	5.3	7.9	24.1	19.54	16.8	null	2.45
2021-12-24	2.9	2.1	3.2	22.5	19.08	16.3	null	1.65
2021-12-25	6.4	10.6	0	27.8	20.94	15.1	null	0.8
2021-12-26	null	null	null	null	null	null	null	null
2021-12-27	null	3.9	0	27.3	null	21.3	null	1.6
2021-12-28	3.8	4	4	27.6	22.48	18.8	null	0.8
2021-12-29	3	7.4	0	29.1	22.66	18.6	null	1.6
2021-12-30	3.7	0.2	0	23.7	21.08	19.2	null	1.6
2021-12-31	1.3	0.2	15.8	23.8	20.8	18.6	null	0
